nome,idade,salario,departamento
Carlos,20,4442,RH
João,52,5750,RH
Carlos,60,6183,RH
Ana,35,4992,RH
Maria,23,6448,RH
Maria,39,8077,RH
Maria,24,9418,RH
Maria,45,4473,RH
Carlos,49,7751,RH
Carlos,25,4669,RH
Carlos,34,2714,RH
Pedro,42,4608,RH
João,57,8694,RH
João,35,2989,RH
João,46,7722,RH
Pedro,49,5974,RH
Carlos,49,3066,RH
Carlos,46,6160,RH
João,58,6611,RH
João,31,8025,RH
Carlos,57,6243,RH
Ana,53,7639,RH
Maria,50,4315,RH
Carlos,42,5463,RH
João,32,6140,RH
Maria,30,9644,RH
Carlos,33,8811,RH
Ana,29,4187,RH
Ana,28,9609,RH
Maria,30,5331,RH
Ana,24,4943,RH
Ana,30,4081,RH
Carlos,38,9205,RH
Maria,47,4246,RH
Ana,45,6967,RH
Pedro,52,8979,RH
João,43,3761,RH
João,57,4333,RH
Pedro,33,3468,RH
Ana,43,5334,RH
Pedro,41,9589,RH
Maria,43,4559,RH
Pedro,49,7467,RH
Ana,53,7007,RH
Ana,32,5807,RH
Carlos,58,3931,RH
Maria,37,3324,RH
João,30,4210,RH
Pedro,31,4905,RH
Ana,54,7057,RH
Maria,21,3369,RH
Ana,31,2984,RH
Pedro,26,9440,RH
Maria,33,8387,RH
Ana,24,2993,RH
Pedro,21,9919,RH
Ana,31,5014,RH
Ana,39,4038,RH
Carlos,28,4690,RH
João,43,8950,RH
João,52,5202,RH
Maria,25,9401,RH
Pedro,51,5548,RH
Ana,36,3618,RH
Ana,26,7826,RH
Pedro,35,5021,RH
Maria,37,3105,RH
Maria,29,9720,RH
Carlos,23,7437,RH
Carlos,36,7058,RH
João,35,7129,RH
Ana,20,4658,RH
Ana,44,7719,RH
Maria,48,4443,RH
Maria,50,5852,RH
Pedro,33,5371,RH
Carlos,57,2962,RH
Maria,33,8813,RH
Maria,36,5087,RH
Ana,31,5431,RH
Ana,25,6199,RH
Maria,57,7808,RH
Pedro,31,7213,RH
Ana,35,7474,RH
Pedro,29,8983,RH
Pedro,50,3328,RH
Pedro,38,3651,RH
Maria,36,7709,RH
Pedro,22,4425,RH
Ana,31,5259,RH
Maria,20,5124,RH
Ana,24,9435,RH
Pedro,56,3580,RH
João,47,5811,RH
Carlos,26,9794,RH
Pedro,58,5197,RH
Pedro,35,9740,RH
Maria,28,2557,RH
Ana,26,5599,RH
Pedro,21,5301,RH
Maria,31,6788,RH
Carlos,53,7017,RH
Maria,34,6151,RH
João,24,7719,RH
Maria,42,3361,RH
Ana,31,9683,RH
Ana,34,2646,RH
Maria,50,4035,RH
João,29,5131,RH
Ana,55,4960,RH
Maria,27,3896,RH
Carlos,55,5544,RH
Pedro,50,3172,RH
João,42,4465,RH
Maria,55,3784,RH
Maria,24,4616,RH
Carlos,24,8536,RH
Carlos,55,6472,RH
Pedro,23,9171,RH
Maria,33,9085,RH
Maria,23,7479,RH
João,58,8745,RH
João,38,3472,RH
Ana,25,9760,RH
João,58,7011,RH
Ana,38,8348,RH
Maria,22,7945,RH
Pedro,48,7737,RH
Ana,58,3497,RH
Pedro,39,9643,RH
Maria,54,9174,RH
Carlos,20,7571,RH
Ana,44,6159,RH
Carlos,51,6293,RH
Pedro,29,9774,RH
Ana,37,4724,RH
Maria,52,6570,RH
Carlos,46,7692,RH
Ana,44,4195,RH
Maria,27,3074,RH
Ana,35,7111,RH
Carlos,30,6851,RH
Carlos,44,9209,RH
Pedro,50,6448,RH
Maria,25,4762,RH
Maria,52,5603,RH
Carlos,51,5712,RH
Ana,54,8209,RH
Maria,50,5165,RH
Maria,48,9298,RH
Maria,46,3951,RH
João,37,2973,RH
Pedro,56,4961,RH
Maria,32,9730,RH
Ana,45,9573,RH
Carlos,35,7271,RH
João,33,6026,RH
Pedro,22,7631,RH
Carlos,21,3990,RH
Carlos,55,3798,RH
Maria,25,8344,RH
João,21,4294,RH
Maria,27,3869,RH
Ana,27,9738,RH
Ana,38,8782,RH
Pedro,42,9393,RH
João,29,5504,RH
João,31,7270,RH
Ana,58,3094,RH
João,24,3955,RH
Ana,49,6596,RH
Carlos,56,7091,RH
Maria,32,9815,RH
João,20,9417,RH
Maria,46,6811,RH
Ana,44,9043,RH
Ana,46,4254,RH
Maria,42,7123,RH
Ana,27,7076,RH
Pedro,49,4223,RH
Ana,39,6460,RH
Maria,28,8488,RH
Carlos,59,9845,RH
João,53,9452,RH
Maria,31,4089,RH
Carlos,59,2708,RH
Ana,45,7707,RH
João,23,5758,RH
Pedro,59,4309,RH
Pedro,52,7251,RH
Maria,60,6651,RH
Maria,24,8005,RH
Pedro,20,7919,RH
Pedro,46,8476,RH
Carlos,21,4126,RH
João,44,8149,RH
Maria,27,3471,RH
João,47,5202,RH
Ana,30,3573,RH
Maria,24,9344,RH
João,29,5569,RH
Pedro,42,3271,RH
Maria,24,5655,RH
João,38,7597,RH
Pedro,26,6928,RH
Ana,57,7228,RH
Maria,26,8103,RH
João,44,6552,RH
Carlos,58,2998,RH
Carlos,24,5624,RH
João,38,5237,RH
João,59,9994,RH
Carlos,47,8875,RH
Ana,45,4187,RH
Ana,50,5201,RH
Ana,55,6602,RH
Pedro,53,2713,RH
Ana,42,8179,RH
Maria,60,2732,RH
Carlos,31,8730,RH
Carlos,46,8684,RH
João,45,3195,RH
João,51,4126,RH
João,20,5539,RH
Carlos,59,3450,RH
Maria,37,4072,RH
Maria,50,9672,RH
Pedro,37,3229,RH
João,48,3821,RH
Ana,35,7278,RH
Pedro,50,5702,RH
Carlos,27,3309,RH
Maria,51,9332,RH
Carlos,42,8051,RH
João,59,5767,RH
Maria,24,7182,RH
Carlos,39,6386,RH
Pedro,26,8594,RH
Maria,48,9505,RH
Carlos,35,2834,RH
Ana,25,9521,RH
Maria,36,7455,RH
Ana,24,8863,RH
Pedro,60,9826,RH
Maria,41,5147,RH
Maria,46,5232,RH
Carlos,47,5771,RH
Carlos,52,3763,RH
João,22,7338,RH
João,20,7838,RH
Maria,36,7763,RH
Ana,36,5924,RH
Ana,46,3595,RH
Carlos,21,9264,RH
Carlos,46,9794,RH
Ana,47,4281,RH
Pedro,60,5798,RH
Pedro,51,5404,RH
Ana,40,4974,RH
Maria,55,7847,RH
João,44,6930,RH
Pedro,40,3563,RH
Ana,55,3424,RH
Pedro,52,8168,RH
Ana,36,5018,RH
João,28,5019,RH
Pedro,50,4936,RH
Pedro,39,3611,RH
Carlos,40,6351,RH
Ana,51,6541,RH
Maria,25,8196,RH
Pedro,33,7814,RH
Maria,37,7676,RH
Maria,38,8080,RH
Ana,46,7602,RH
João,55,6725,RH
Pedro,36,9854,RH
João,47,5281,RH
Pedro,41,5651,RH
Maria,27,9758,RH
Ana,45,4872,RH
Maria,47,4439,RH
João,32,9585,RH
Carlos,28,9562,RH
João,28,9131,RH
João,43,3432,RH
João,44,6750,RH
Maria,31,6570,RH
Maria,27,5954,RH
João,32,2702,RH
João,23,4339,RH
Maria,29,6544,RH
Pedro,59,4678,RH
Ana,49,4987,RH
João,37,4741,RH
Pedro,55,3977,RH
João,47,8272,RH
Pedro,48,6714,RH
João,45,4283,RH
Carlos,35,4244,RH
Pedro,56,9787,RH
Maria,50,7594,RH
Carlos,50,2833,RH
Carlos,36,9338,RH
João,20,3883,RH
João,47,3340,RH
Ana,38,2827,RH
Maria,31,9248,RH
Carlos,44,4311,RH
Maria,43,7331,RH
Maria,50,8147,RH
Ana,40,3230,RH
Carlos,22,8472,RH
Carlos,35,2542,RH
Maria,40,5057,RH
Carlos,25,2987,RH
Maria,34,5126,RH
Carlos,44,2541,RH
Maria,26,3475,RH
Ana,32,7334,RH
Carlos,53,8375,RH
Ana,23,5751,RH
Maria,42,9713,RH
João,54,4028,RH
Ana,24,9954,RH
Pedro,32,4088,RH
Pedro,36,6767,RH
Ana,29,5943,RH
Ana,28,5147,RH
Pedro,39,6056,RH
Pedro,27,5633,RH
Carlos,23,5289,RH
Maria,38,4582,RH
Pedro,35,8479,RH
Ana,57,7843,RH
Maria,53,2834,RH
Pedro,46,8247,RH
João,56,6311,RH
Maria,50,7219,RH
Pedro,32,8050,RH
Ana,21,3980,RH
João,35,5052,RH
João,60,7011,RH
Pedro,37,3049,RH
Carlos,25,3580,RH
João,31,6765,RH
Carlos,46,7845,RH
Carlos,40,5118,RH
Ana,31,6687,RH
Maria,56,6626,RH
Pedro,44,4568,RH
Carlos,51,7306,RH
João,36,4077,RH
João,49,7306,RH
Ana,34,5462,RH
Carlos,45,3281,RH
Ana,26,3284,RH
João,46,5906,RH
Ana,39,6043,RH
Ana,22,4597,RH
Pedro,40,7850,RH
João,50,8938,RH
Carlos,32,3322,RH
Ana,34,5410,RH
Pedro,35,2585,RH
Ana,50,2753,RH
Ana,45,9829,RH
Maria,28,6911,RH
Pedro,22,2670,RH
João,44,5540,RH
Pedro,24,6785,RH
Ana,36,6499,RH
Pedro,57,5260,RH
João,51,5117,RH
Maria,44,5096,RH
Ana,37,2747,RH
João,30,3088,RH
Carlos,60,5399,RH
Ana,41,8259,RH
Carlos,25,4376,RH
Pedro,41,8376,RH
João,24,5941,RH
Ana,33,4781,RH
Carlos,31,6374,RH
Maria,30,3826,RH
Maria,41,9937,RH
Carlos,58,7277,RH
João,33,5254,RH
João,36,7624,RH
Ana,47,8767,RH
Maria,22,4560,RH
Maria,48,9746,RH
Ana,44,7851,RH
Carlos,49,8663,RH
João,44,3484,RH
Pedro,22,8804,RH
Pedro,28,8810,RH
Pedro,31,8628,RH
Carlos,53,5651,RH
Maria,54,3662,RH
João,49,8469,RH
Carlos,50,9946,RH
João,29,7591,RH
Carlos,45,3610,RH
Maria,36,3060,RH
Maria,51,8827,RH
Carlos,42,3881,RH
Pedro,25,2542,RH
Maria,24,5759,RH
Maria,55,9066,RH
Maria,51,8102,RH
Maria,54,9423,RH
Maria,55,7014,RH
Carlos,29,4271,RH
Ana,25,3893,RH
Maria,41,3863,RH
Carlos,52,3618,RH
Pedro,58,5302,RH
Carlos,35,4454,RH
Maria,31,3587,RH
Pedro,47,4402,RH
Carlos,34,7681,RH
Ana,52,2886,RH
João,39,7061,RH
Pedro,50,5636,RH
Ana,60,4821,RH
João,56,9813,RH
Ana,44,4916,RH
Ana,49,7821,RH
Ana,50,6430,RH
Pedro,24,9288,RH
Pedro,46,9075,RH
Pedro,60,4670,RH
Ana,21,7656,RH
Ana,59,4559,RH
Carlos,38,3167,RH
Maria,28,9575,RH
Carlos,32,6761,RH
Carlos,51,7256,RH
Ana,31,8724,RH
Maria,27,4955,RH
João,46,9788,RH
Maria,27,5306,RH
Carlos,54,9950,RH
Maria,40,8550,RH
Pedro,40,7735,RH
Ana,46,7836,RH
Pedro,55,9176,RH
João,48,4538,RH
Pedro,60,5705,RH
Pedro,55,8469,RH
João,42,5719,RH
João,40,7737,RH
Pedro,30,3409,RH
Carlos,51,2987,RH
Pedro,31,8703,RH
Ana,49,6873,RH
Ana,35,2643,RH
Maria,46,4121,RH
João,42,5207,RH
João,41,9814,RH
Ana,33,3584,RH
Carlos,45,7200,RH
Maria,37,9453,RH
Carlos,55,9029,RH
Ana,39,6484,RH
João,40,8715,RH
Carlos,53,3909,RH
Ana,41,8580,RH
Ana,53,6544,RH
Pedro,42,4810,RH
Pedro,42,6858,RH
Ana,25,3976,RH
Ana,43,4808,RH
Carlos,24,3343,RH
Ana,27,3793,RH
Pedro,33,9849,RH
Carlos,41,6255,RH
Carlos,46,4861,RH
Maria,29,7541,RH
Maria,20,8363,RH
Pedro,50,5394,RH
Ana,58,5629,RH
Ana,56,5341,RH
Pedro,39,3596,RH
Carlos,47,2898,RH
Maria,31,5129,RH
João,51,2664,RH
Maria,46,8701,RH
Ana,25,6963,RH
Carlos,50,4989,RH
João,51,3179,RH
Maria,51,7519,RH
Carlos,29,3654,RH
João,22,4694,RH
Maria,33,7682,RH
Carlos,31,6780,RH
João,48,3763,RH
Carlos,31,3376,RH
Maria,42,6280,RH
Maria,46,5535,RH
Pedro,45,6761,RH
João,53,4706,RH
Carlos,53,7200,RH
Carlos,21,7796,RH
Pedro,34,2545,RH
João,34,5340,RH
Maria,36,5922,RH
Maria,41,4339,RH
Ana,54,7164,RH
Maria,42,3035,RH
Carlos,43,7027,RH
Maria,31,6366,RH
Ana,43,7985,RH
João,23,3350,RH
João,48,8359,RH
Pedro,26,7989,RH
Ana,33,3189,RH
Maria,58,4911,RH
Maria,48,8582,RH
João,56,3313,RH
Ana,48,4973,RH
Carlos,52,8948,RH
Carlos,34,4259,RH
Maria,33,3505,RH
Pedro,21,9119,RH
Ana,34,8638,RH
João,56,4527,RH
Carlos,32,8652,RH
Pedro,53,5169,RH
Carlos,48,8219,RH
Pedro,36,9991,RH
Ana,34,8456,RH
Ana,40,8275,RH
João,25,2766,RH
Carlos,46,3421,RH
Carlos,22,3899,RH
Pedro,44,5779,RH
Pedro,49,2627,RH
Carlos,37,7994,RH
João,36,8610,RH
Carlos,28,8027,RH
Maria,33,8055,RH
Pedro,56,5902,RH
Ana,39,7059,RH
Ana,25,2927,RH
João,52,6038,RH
Ana,42,4427,RH
Maria,44,8458,RH
Carlos,57,5411,RH
Maria,55,4829,RH
Pedro,26,4911,RH
Carlos,42,3879,RH
Maria,35,6825,RH
Pedro,37,7277,RH
Maria,38,3061,RH
Carlos,51,8215,RH
Carlos,56,9651,RH
Carlos,53,4447,RH
João,29,7877,RH
Ana,30,3688,RH
Carlos,24,9015,RH
Ana,39,7131,RH
Carlos,58,4731,RH
João,53,9983,RH
Maria,60,8895,RH
Carlos,41,7503,RH
Pedro,34,8722,RH
Carlos,37,7278,RH
João,34,7889,RH
Maria,30,3086,RH
Carlos,34,4805,RH
João,25,5198,RH
Pedro,53,6863,RH
Ana,28,3213,RH
Ana,57,5371,RH
João,55,5499,RH
Maria,41,5252,RH
Ana,60,9857,RH
Ana,47,7645,RH
Pedro,22,8270,RH
Carlos,47,3339,RH
Pedro,60,2648,RH
Ana,47,4321,RH
Carlos,47,8096,RH
Maria,43,7633,RH
Pedro,60,8446,RH
Carlos,36,9914,RH
Pedro,32,2789,RH
João,38,9860,RH
Maria,57,4682,RH
Pedro,32,5246,RH
Carlos,48,6389,RH
Carlos,21,3259,RH
Maria,38,7783,RH
Pedro,20,8815,RH
Ana,39,6989,RH
Ana,49,4290,RH
João,55,9826,RH
Maria,56,9812,RH
Maria,60,6374,RH
Carlos,58,2884,RH
Maria,39,4695,RH
Carlos,33,2635,RH
Ana,44,4226,RH
Maria,31,2694,RH
Carlos,22,7888,RH
Maria,38,3567,RH
Ana,27,7137,RH
João,52,7979,RH
Ana,36,9265,RH
Carlos,46,3195,RH
João,36,7252,RH
João,58,5591,RH
Ana,31,7905,RH
Ana,20,7302,RH
Pedro,28,3688,RH
Pedro,23,5788,RH
Ana,57,6838,RH
Carlos,44,6277,RH
Pedro,57,9131,RH
Maria,28,9605,RH
Carlos,36,7674,RH
Carlos,41,9848,RH
João,42,4402,RH
Pedro,20,6419,RH
Pedro,55,4257,RH
Ana,45,6713,RH
Ana,43,8751,RH
João,38,6361,RH
Pedro,47,5202,RH
Carlos,39,9766,RH
João,27,9949,RH
João,32,4402,RH
Maria,34,7556,RH
Ana,45,5343,RH
Ana,35,6338,RH
Maria,45,5562,RH
João,28,6432,RH
Ana,33,8390,RH
João,55,5689,RH
Carlos,55,4896,RH
Maria,56,4493,RH
João,41,3046,RH
Ana,26,7799,RH
João,39,7271,RH
João,57,3525,RH
Maria,53,4805,RH
Pedro,29,6853,RH
João,34,8121,RH
Pedro,48,8984,RH
Carlos,20,7105,RH
Carlos,39,3139,RH
Pedro,45,4326,RH
Carlos,47,6976,RH
Carlos,41,9875,RH
Carlos,35,6514,RH
Ana,60,9447,RH
Carlos,44,8976,RH
Pedro,58,5098,RH
Carlos,49,9581,RH
Carlos,35,4713,RH
Ana,32,5588,RH
Carlos,38,4186,RH
João,33,8932,RH
Maria,37,8618,RH
Carlos,51,8468,RH
Ana,55,4700,RH
Ana,55,4016,RH
João,23,3631,RH
João,40,4146,RH
Carlos,43,4103,RH
Ana,44,4975,RH
Ana,58,7210,RH
João,56,5904,RH
Pedro,55,8562,RH
João,29,7790,RH
Carlos,31,6904,RH
Pedro,51,4952,RH
João,43,3042,RH
Carlos,29,9133,RH
Ana,33,3336,RH
João,36,9416,RH
João,45,5007,RH
Maria,58,3413,RH
Ana,45,4137,RH
Ana,29,6624,RH
Maria,45,5164,RH
Ana,53,6485,RH
Ana,31,5031,RH
Ana,26,6831,RH
Maria,48,5928,RH
Pedro,41,3628,RH
Ana,30,2775,RH
João,60,5485,RH
Pedro,24,5346,RH
Carlos,60,3679,RH
João,20,7098,RH
Carlos,43,7933,RH
Ana,44,9949,RH
Carlos,27,7599,RH
Pedro,59,7088,RH
Ana,39,4181,RH
Maria,37,8894,RH
Carlos,52,6709,RH
Carlos,45,3459,RH
Carlos,26,2808,RH
Pedro,55,3246,RH
Pedro,51,4423,RH
Carlos,33,8573,RH
Carlos,21,6731,RH
João,37,8932,RH
Pedro,22,5201,RH
João,30,6811,RH
Ana,51,5727,RH
Pedro,24,9781,RH
Carlos,41,3537,RH
Ana,44,4725,RH
Maria,53,4787,RH
Carlos,45,7434,RH
Maria,39,6253,RH
João,40,4124,RH
Ana,50,3422,RH
Ana,55,9901,RH
Carlos,51,4430,RH
Pedro,45,7741,RH
Pedro,56,6951,RH
João,54,4092,RH
Ana,57,5091,RH
João,58,9737,RH
João,40,6420,RH
João,39,5569,RH
Maria,54,7267,RH
Pedro,42,6951,RH
Pedro,35,3287,RH
Maria,41,3117,RH
Carlos,32,6800,RH
Ana,44,6339,RH
Carlos,33,9206,RH
Maria,42,9569,RH
Maria,21,5930,RH
Carlos,23,4333,RH
Ana,41,5795,RH
Pedro,38,7667,RH
Maria,41,6460,RH
Pedro,52,3415,RH
Pedro,31,6600,RH
Carlos,51,5778,RH
Maria,29,5500,RH
Carlos,26,5893,RH
Pedro,52,8738,RH
Pedro,59,5978,RH
Ana,53,3603,RH
Carlos,27,3672,RH
Carlos,25,3469,RH
Maria,39,9438,RH
Maria,45,9110,RH
Pedro,53,4044,RH
Maria,46,9156,RH
João,45,8115,RH
Pedro,39,9642,RH
Pedro,32,7957,RH
Carlos,55,7748,RH
Carlos,50,2906,RH
Carlos,51,3639,RH
Pedro,43,4353,RH
Ana,58,5654,RH
João,31,6371,RH
Maria,59,4021,RH
Maria,54,7775,RH
João,26,8890,RH
João,27,3774,RH
Maria,22,4989,RH
Maria,57,5513,RH
Maria,35,4206,RH
Maria,59,7272,RH
João,38,2786,RH
Pedro,45,6372,RH
Maria,54,9685,RH
João,36,3217,RH
Pedro,59,7892,RH
Pedro,55,8884,RH
João,20,3826,RH
Ana,29,9394,RH
João,26,8309,RH
Maria,29,6267,RH
João,49,5143,RH
Carlos,53,5771,RH
João,59,3803,RH
João,54,5339,RH
João,25,9841,RH
Pedro,48,6121,RH
Carlos,24,5931,RH
Ana,52,6432,RH
João,21,4115,RH
Maria,27,9057,RH
Maria,29,5868,RH
Pedro,43,8359,RH
João,28,2731,RH
João,41,8218,RH
João,39,3051,RH
Maria,52,3419,RH
Ana,22,6421,RH
Ana,57,7861,RH
Maria,59,2796,RH
Maria,59,9369,RH
Carlos,49,5450,RH
Carlos,30,6869,RH
Ana,47,8922,RH
Ana,35,5512,RH
Maria,44,4063,RH
Pedro,58,5213,RH
Maria,44,2953,RH
João,50,6841,RH
Pedro,60,3660,RH
Pedro,59,5115,RH
Pedro,26,5600,RH
João,21,9865,RH
Carlos,25,5646,RH
Ana,34,6216,RH
Maria,40,4267,RH
João,56,9704,RH
Pedro,43,4922,RH
Maria,28,6607,RH
Pedro,47,5863,RH
Pedro,48,5873,RH
Carlos,58,5406,RH
Ana,49,7936,RH
João,22,6753,RH
Carlos,44,5861,RH
Maria,25,7217,RH
Ana,50,6741,RH
Ana,40,2897,RH
Pedro,24,3702,RH
Maria,28,5941,RH
Pedro,56,8328,RH
Pedro,49,9876,RH
Pedro,45,4428,RH
Maria,57,2702,RH
Ana,29,3266,RH
Pedro,25,8579,RH
Carlos,20,7396,RH
Maria,28,9216,RH
Pedro,50,2973,RH
Carlos,58,3543,RH
Carlos,42,3271,RH
Ana,59,8122,RH
Carlos,43,6366,RH
Pedro,55,4616,RH
Ana,43,4667,RH
Pedro,30,8808,RH
Ana,27,9767,RH
Maria,51,6503,RH
João,21,3148,RH
João,23,5691,RH
