nome,idade,salario,departamento
Maria,29,5077,TI
Ana,45,9552,TI
Ana,44,7486,TI
João,27,3382,TI
João,31,7106,TI
Ana,28,6311,TI
João,51,9926,TI
João,36,5149,TI
Pedro,60,6896,TI
Ana,32,4119,TI
Pedro,30,7131,TI
Carlos,34,7340,TI
Carlos,55,6878,TI
Pedro,21,4506,TI
João,43,9981,TI
Carlos,30,2552,TI
João,49,4706,TI
João,51,3126,TI
Ana,22,7757,TI
Maria,57,9328,TI
Pedro,22,4017,TI
Ana,40,3395,TI
Pedro,51,8862,TI
Pedro,49,2796,TI
Pedro,36,8443,TI
Ana,29,5066,TI
Ana,55,2844,TI
João,34,7537,TI
Pedro,47,3880,TI
João,23,9151,TI
João,38,8255,TI
Carlos,54,3514,TI
Carlos,53,8405,TI
Maria,21,9869,TI
Ana,29,5996,TI
João,57,8129,TI
Maria,37,3355,TI
Carlos,35,8880,TI
Maria,39,6898,TI
Carlos,30,4257,TI
Carlos,53,9374,TI
Maria,59,3139,TI
João,44,7947,TI
João,44,5295,TI
Pedro,43,6412,TI
Maria,53,3822,TI
João,51,7753,TI
Pedro,26,5392,TI
Ana,34,3209,TI
João,44,3783,TI
Ana,22,6262,TI
Maria,28,7807,TI
Ana,27,3215,TI
Pedro,46,4849,TI
Maria,35,7647,TI
Ana,46,2985,TI
Ana,22,4048,TI
João,27,4730,TI
Pedro,25,4698,TI
Pedro,50,7032,TI
João,42,9239,TI
Pedro,36,8620,TI
Ana,59,6992,TI
Carlos,20,5417,TI
Pedro,35,9771,TI
Maria,32,3891,TI
João,35,7641,TI
Maria,31,3071,TI
Maria,43,4790,TI
Pedro,44,7458,TI
Ana,34,6203,TI
Ana,24,3466,TI
Carlos,50,5921,TI
Carlos,31,2672,TI
João,56,5788,TI
Carlos,40,3522,TI
Pedro,20,5763,TI
Carlos,47,5359,TI
João,40,9645,TI
Pedro,59,4180,TI
Pedro,44,8245,TI
Carlos,59,6177,TI
João,37,5547,TI
Carlos,28,6301,TI
Ana,25,3813,TI
Maria,29,2658,TI
Ana,47,6696,TI
Carlos,59,8207,TI
Pedro,60,2694,TI
Pedro,42,6503,TI
Carlos,60,4737,TI
João,49,5409,TI
João,23,3807,TI
Carlos,41,7982,TI
Pedro,48,2951,TI
Pedro,20,7017,TI
Maria,20,7693,TI
Ana,31,6713,TI
Pedro,49,8925,TI
Pedro,53,5231,TI
João,34,3562,TI
João,32,3793,TI
Ana,32,3769,TI
Pedro,35,5660,TI
Maria,50,8290,TI
Maria,48,5877,TI
Ana,33,4565,TI
João,31,6304,TI
Pedro,29,8822,TI
Carlos,59,4005,TI
Carlos,25,9020,TI
Maria,44,9565,TI
Ana,58,6894,TI
Ana,35,9689,TI
Pedro,48,3616,TI
Pedro,58,8132,TI
João,23,4456,TI
João,42,3246,TI
Maria,59,9338,TI
Pedro,48,7953,TI
Pedro,47,4659,TI
Carlos,57,4977,TI
João,33,7679,TI
Ana,20,8537,TI
Pedro,46,5803,TI
Pedro,32,3583,TI
Ana,30,6033,TI
Pedro,50,3118,TI
Maria,24,6323,TI
Ana,42,4201,TI
Maria,21,6478,TI
João,42,9511,TI
Carlos,28,3636,TI
Maria,29,6495,TI
Pedro,34,2562,TI
Carlos,41,6693,TI
Maria,54,4016,TI
Pedro,43,8452,TI
Maria,29,6229,TI
Pedro,50,8551,TI
Carlos,52,5683,TI
Pedro,45,6316,TI
João,41,3000,TI
Pedro,47,7858,TI
Maria,28,2950,TI
Ana,54,9772,TI
João,31,8786,TI
Ana,20,8356,TI
Maria,37,3254,TI
Ana,55,8270,TI
Carlos,30,7946,TI
João,36,4090,TI
João,24,7531,TI
Pedro,54,9684,TI
Ana,24,4106,TI
Maria,27,5295,TI
Maria,49,9010,TI
Ana,21,5139,TI
Pedro,35,3349,TI
Ana,50,5243,TI
Maria,59,7762,TI
Carlos,41,3451,TI
Ana,52,9518,TI
Maria,39,3855,TI
Ana,23,9114,TI
Carlos,45,8927,TI
Pedro,54,5018,TI
Maria,56,3224,TI
Maria,51,4023,TI
Pedro,58,6893,TI
João,29,4212,TI
Ana,60,3691,TI
João,28,2594,TI
Carlos,42,9150,TI
Ana,24,5827,TI
João,46,6113,TI
Carlos,42,9834,TI
Ana,55,3636,TI
Ana,44,4583,TI
Carlos,54,8737,TI
Ana,51,8517,TI
João,51,4432,TI
Ana,56,4781,TI
João,27,6049,TI
Pedro,27,6721,TI
Carlos,43,7262,TI
João,30,5742,TI
Pedro,24,6407,TI
João,55,7033,TI
João,44,2975,TI
Maria,50,6810,TI
Pedro,39,9187,TI
Carlos,20,5865,TI
Maria,29,3708,TI
Maria,29,6027,TI
João,31,6624,TI
Carlos,22,2679,TI
Maria,38,3172,TI
João,57,5814,TI
Ana,41,7877,TI
Maria,33,6798,TI
Pedro,48,2562,TI
Maria,60,8476,TI
Ana,56,8734,TI
Ana,56,7126,TI
Ana,21,3501,TI
João,32,4013,TI
Pedro,37,9163,TI
Carlos,24,5534,TI
Maria,36,7574,TI
Pedro,57,4093,TI
João,50,9068,TI
Maria,60,5457,TI
João,22,2600,TI
Ana,51,8241,TI
João,44,7271,TI
Ana,37,6832,TI
João,50,9098,TI
Carlos,50,5492,TI
João,57,4595,TI
Carlos,25,7649,TI
Maria,51,5471,TI
Ana,39,3539,TI
João,40,6386,TI
João,47,6187,TI
João,22,5299,TI
Pedro,45,6050,TI
Pedro,35,4499,TI
Maria,21,5596,TI
João,53,6998,TI
Ana,56,6202,TI
Maria,23,9984,TI
Pedro,29,8792,TI
Pedro,45,3723,TI
Maria,58,7171,TI
Pedro,50,3057,TI
João,45,6656,TI
Carlos,21,4941,TI
Carlos,28,8344,TI
Pedro,34,5240,TI
Carlos,28,6320,TI
Pedro,38,7823,TI
Maria,42,6146,TI
Ana,35,4851,TI
Carlos,27,9448,TI
Ana,34,3729,TI
Ana,38,5320,TI
Ana,42,6144,TI
Pedro,47,4409,TI
João,33,8653,TI
João,33,6447,TI
Maria,28,6221,TI
João,40,4129,TI
Pedro,26,5228,TI
Pedro,30,3710,TI
Carlos,50,6979,TI
Carlos,44,5156,TI
Ana,27,3216,TI
Pedro,48,9656,TI
Carlos,39,3878,TI
Ana,43,8050,TI
Carlos,58,6933,TI
Carlos,49,9045,TI
Maria,38,8857,TI
Carlos,53,5923,TI
Maria,45,8569,TI
Maria,25,5890,TI
Ana,20,3652,TI
Maria,57,4073,TI
João,44,4615,TI
Ana,56,8862,TI
Maria,21,3383,TI
Ana,30,2922,TI
João,30,9971,TI
Ana,51,8821,TI
Pedro,60,3060,TI
Carlos,21,4129,TI
Maria,39,9630,TI
Pedro,53,5190,TI
Carlos,50,5588,TI
Pedro,45,8482,TI
João,28,8206,TI
Maria,25,6819,TI
Pedro,58,6692,TI
Carlos,40,6331,TI
Pedro,20,3706,TI
João,44,6273,TI
João,27,6720,TI
Maria,21,4850,TI
Pedro,44,5086,TI
Pedro,51,2793,TI
Ana,39,3841,TI
Carlos,28,5129,TI
João,41,5289,TI
Maria,52,7795,TI
Carlos,36,9796,TI
Ana,46,7042,TI
Carlos,28,4509,TI
Ana,45,2632,TI
Pedro,46,6611,TI
Ana,25,8062,TI
Maria,34,8524,TI
Ana,25,4905,TI
Maria,39,5041,TI
Ana,24,6296,TI
João,58,3752,TI
Carlos,57,5110,TI
Maria,57,7625,TI
Ana,55,9400,TI
Ana,60,5615,TI
Pedro,45,4371,TI
João,47,8788,TI
Maria,28,6236,TI
João,35,2658,TI
Ana,41,9848,TI
Maria,28,2691,TI
João,35,8886,TI
João,41,6007,TI
João,21,2852,TI
Carlos,25,9772,TI
Pedro,42,8507,TI
Maria,44,4715,TI
Pedro,30,8529,TI
Pedro,53,9299,TI
Maria,20,9792,TI
Pedro,47,7627,TI
Ana,29,5587,TI
João,42,4818,TI
Carlos,60,5961,TI
João,37,7881,TI
Maria,35,4620,TI
Ana,56,9574,TI
João,24,5859,TI
Carlos,54,9706,TI
João,42,4409,TI
Pedro,49,5648,TI
Carlos,46,5071,TI
Carlos,59,4250,TI
Maria,34,8267,TI
Pedro,20,8912,TI
João,41,6832,TI
João,57,5118,TI
Maria,37,2566,TI
João,60,2644,TI
Carlos,25,9945,TI
Pedro,41,9041,TI
Carlos,58,6520,TI
João,45,8976,TI
João,31,8953,TI
Carlos,20,8664,TI
Pedro,45,5287,TI
Ana,38,5031,TI
Ana,52,6839,TI
Ana,60,5803,TI
Carlos,51,6494,TI
João,26,9867,TI
Ana,40,4548,TI
Maria,42,4732,TI
Ana,47,2572,TI
Ana,36,9060,TI
Carlos,48,5531,TI
João,44,3918,TI
Carlos,48,6204,TI
Maria,49,6183,TI
João,38,4674,TI
Maria,26,9682,TI
Carlos,59,4954,TI
Maria,24,6989,TI
Maria,58,7825,TI
Pedro,31,4324,TI
Carlos,29,6928,TI
João,51,6292,TI
Ana,37,5181,TI
Carlos,54,5594,TI
Carlos,51,7014,TI
Ana,41,5562,TI
Pedro,42,8520,TI
Pedro,37,9553,TI
Carlos,31,4664,TI
João,43,8228,TI
Carlos,43,4128,TI
Maria,58,4033,TI
Maria,37,4646,TI
Carlos,34,6939,TI
João,54,4919,TI
Carlos,57,8296,TI
Maria,45,7916,TI
Maria,32,2677,TI
Pedro,35,8276,TI
Carlos,21,2889,TI
Ana,50,2918,TI
Pedro,57,4024,TI
Pedro,35,3927,TI
Ana,57,3391,TI
Carlos,27,6359,TI
Carlos,53,2524,TI
Maria,29,9679,TI
Ana,31,2809,TI
João,25,6215,TI
João,28,4002,TI
Maria,41,9146,TI
João,27,9297,TI
Ana,47,7569,TI
Maria,36,3152,TI
Ana,54,4140,TI
Maria,27,5566,TI
João,22,9542,TI
Carlos,22,7184,TI
Maria,26,5262,TI
Carlos,28,8733,TI
Ana,47,4845,TI
Pedro,37,7271,TI
Carlos,59,5480,TI
Pedro,51,4870,TI
João,42,7369,TI
Maria,45,6452,TI
Carlos,35,7319,TI
João,35,3239,TI
João,55,3892,TI
Carlos,27,9490,TI
Pedro,32,4394,TI
Carlos,45,4651,TI
João,31,7949,TI
Ana,51,8218,TI
João,24,3186,TI
Carlos,30,9462,TI
João,40,5564,TI
Pedro,23,7707,TI
Pedro,51,4285,TI
Pedro,31,6416,TI
João,42,6068,TI
João,31,6841,TI
Pedro,56,3565,TI
João,21,6559,TI
Carlos,24,4440,TI
João,47,4832,TI
Maria,31,3797,TI
Pedro,54,5408,TI
Maria,38,9441,TI
Carlos,53,4239,TI
Ana,29,6265,TI
João,45,2812,TI
Maria,23,3633,TI
Carlos,43,6241,TI
Carlos,30,6122,TI
Ana,44,3388,TI
Maria,45,6123,TI
Pedro,56,7235,TI
Maria,46,4579,TI
Ana,52,6295,TI
Carlos,32,6693,TI
Pedro,35,8795,TI
Maria,50,7703,TI
Pedro,56,2622,TI
Pedro,25,4665,TI
João,56,9060,TI
Pedro,24,8842,TI
Carlos,46,6934,TI
Pedro,29,6830,TI
Maria,23,9365,TI
Pedro,41,6011,TI
Carlos,24,8625,TI
Maria,29,6008,TI
Carlos,45,8562,TI
Ana,31,9413,TI
Carlos,58,3601,TI
Ana,52,9080,TI
Pedro,23,4714,TI
Pedro,49,8564,TI
Maria,56,3329,TI
Maria,48,3149,TI
Ana,58,5030,TI
Pedro,26,6758,TI
Maria,56,8146,TI
Pedro,46,8051,TI
Pedro,35,4775,TI
João,44,9286,TI
Carlos,22,9495,TI
Maria,32,3709,TI
Pedro,44,4537,TI
Pedro,27,9775,TI
Carlos,50,7879,TI
Ana,24,9168,TI
Maria,50,6785,TI
Carlos,31,3670,TI
João,39,8135,TI
Carlos,20,7349,TI
Ana,55,4147,TI
Carlos,41,3272,TI
Maria,54,8278,TI
Pedro,42,9993,TI
Pedro,26,4088,TI
Ana,22,7823,TI
Ana,43,6059,TI
Pedro,27,2609,TI
Carlos,52,3395,TI
Maria,21,8096,TI
Pedro,57,4072,TI
Pedro,57,8563,TI
Ana,39,8761,TI
Ana,49,7115,TI
Carlos,53,9649,TI
João,43,9852,TI
Pedro,52,7427,TI
Carlos,27,4616,TI
Maria,52,4977,TI
Maria,27,5527,TI
Pedro,21,3027,TI
Maria,28,6749,TI
Pedro,49,4681,TI
Pedro,31,5534,TI
João,41,9148,TI
Carlos,25,6789,TI
Carlos,46,9428,TI
Carlos,40,2855,TI
Maria,36,3919,TI
Carlos,44,7258,TI
Ana,23,9295,TI
João,52,6575,TI
João,58,8059,TI
Pedro,21,9652,TI
Maria,49,9088,TI
Ana,42,5877,TI
Carlos,44,6649,TI
Carlos,28,8495,TI
Maria,55,9840,TI
Ana,53,6409,TI
Carlos,26,5006,TI
Ana,55,9733,TI
Maria,32,3516,TI
Maria,30,5218,TI
Carlos,21,9653,TI
Pedro,56,2585,TI
João,52,3843,TI
Maria,39,5867,TI
Ana,53,4647,TI
Carlos,23,7604,TI
Ana,51,8516,TI
Pedro,52,4388,TI
Carlos,21,3579,TI
Pedro,40,5253,TI
Carlos,22,8800,TI
João,58,7930,TI
Ana,58,5223,TI
Pedro,57,3674,TI
Ana,50,7501,TI
Carlos,35,5002,TI
Ana,37,8023,TI
Carlos,29,7713,TI
Pedro,55,8477,TI
Pedro,48,4071,TI
Carlos,47,4061,TI
Maria,49,5518,TI
Maria,28,4183,TI
Maria,47,9857,TI
Pedro,30,3241,TI
Ana,33,4529,TI
Maria,58,7836,TI
Pedro,25,5803,TI
Maria,47,3485,TI
Maria,25,5174,TI
Ana,46,6617,TI
Ana,55,4249,TI
João,22,9929,TI
Carlos,22,8766,TI
Ana,40,4709,TI
Maria,43,5545,TI
Ana,36,5359,TI
Carlos,36,3386,TI
Ana,47,3030,TI
João,20,4074,TI
Maria,26,8320,TI
Ana,35,9618,TI
Pedro,59,3261,TI
Ana,20,4887,TI
Maria,24,8897,TI
Pedro,39,9994,TI
Maria,50,7368,TI
Pedro,41,7615,TI
Carlos,43,4219,TI
Maria,20,2579,TI
Pedro,24,5980,TI
João,21,5914,TI
João,57,2576,TI
Maria,36,4620,TI
Ana,28,4557,TI
João,38,4219,TI
Maria,22,8434,TI
Pedro,56,9166,TI
Maria,23,8218,TI
Ana,50,4744,TI
João,52,3535,TI
João,47,2626,TI
João,44,5363,TI
João,43,2571,TI
Carlos,24,4765,TI
Pedro,23,3988,TI
Maria,22,2845,TI
Ana,34,6926,TI
Maria,25,6564,TI
João,36,3598,TI
Carlos,36,2629,TI
Maria,22,7094,TI
Pedro,45,5403,TI
Ana,38,6438,TI
Pedro,27,2903,TI
João,47,3406,TI
Carlos,54,3210,TI
Carlos,35,3005,TI
João,37,6126,TI
João,55,8357,TI
Pedro,51,9768,TI
Carlos,32,2908,TI
Maria,36,5716,TI
Ana,39,7751,TI
Maria,20,3420,TI
João,28,6964,TI
Carlos,22,5851,TI
Carlos,20,3827,TI
João,27,4993,TI
Pedro,20,5082,TI
Carlos,28,8956,TI
Maria,39,6218,TI
Ana,59,9977,TI
Pedro,49,9808,TI
Maria,25,9731,TI
Ana,27,6310,TI
Carlos,24,3072,TI
Maria,45,2582,TI
Pedro,52,5482,TI
Pedro,47,5989,TI
Ana,47,5017,TI
João,52,4473,TI
Carlos,31,8634,TI
João,38,3555,TI
Carlos,51,7965,TI
Ana,38,8352,TI
Maria,28,6015,TI
Ana,59,6779,TI
Pedro,29,6906,TI
Ana,41,9718,TI
João,33,9419,TI
Pedro,39,7903,TI
Pedro,32,8787,TI
Ana,57,8132,TI
Pedro,45,8452,TI
Carlos,52,8941,TI
Ana,40,3960,TI
Ana,51,5181,TI
Ana,26,3351,TI
João,40,8350,TI
João,43,6409,TI
Ana,45,4164,TI
Pedro,27,7691,TI
Pedro,31,9105,TI
Carlos,52,6445,TI
Maria,50,3299,TI
João,48,9387,TI
Ana,20,8880,TI
Pedro,43,6007,TI
Ana,23,3494,TI
Ana,30,6406,TI
João,35,3601,TI
Pedro,34,3594,TI
Pedro,43,6779,TI
Maria,37,9842,TI
Maria,57,9562,TI
Pedro,37,9660,TI
Maria,39,3824,TI
João,33,9251,TI
Ana,31,2907,TI
João,26,8532,TI
João,44,5964,TI
João,56,5180,TI
Carlos,42,9227,TI
Maria,52,7667,TI
Maria,48,4778,TI
João,50,6040,TI
Ana,54,4317,TI
Carlos,32,6244,TI
João,58,7805,TI
Carlos,40,6230,TI
João,24,2768,TI
Carlos,28,8377,TI
João,33,9960,TI
João,26,5611,TI
Ana,59,5329,TI
Ana,37,7941,TI
Maria,55,6912,TI
Ana,41,4515,TI
Maria,57,9636,TI
Ana,38,4703,TI
Pedro,57,6203,TI
João,52,5814,TI
Pedro,47,8093,TI
Carlos,20,7028,TI
Ana,31,7574,TI
Ana,59,8744,TI
João,58,3999,TI
Pedro,43,4709,TI
Carlos,45,7042,TI
Ana,42,6154,TI
Pedro,27,9130,TI
Ana,42,4613,TI
Pedro,54,9643,TI
Maria,43,9779,TI
Ana,53,7164,TI
Ana,25,8664,TI
Ana,22,9171,TI
Carlos,41,5468,TI
João,51,4269,TI
Carlos,40,8869,TI
Pedro,48,5093,TI
Maria,35,5164,TI
Ana,39,2834,TI
Pedro,22,5763,TI
João,29,6852,TI
Maria,28,9861,TI
Pedro,21,8071,TI
João,55,5986,TI
Carlos,55,5801,TI
Carlos,37,9663,TI
Maria,42,9848,TI
João,35,3532,TI
João,22,7737,TI
João,43,7143,TI
João,33,4579,TI
Ana,33,3831,TI
Ana,49,6684,TI
Carlos,36,5824,TI
Pedro,52,7773,TI
João,26,3007,TI
Carlos,44,5364,TI
Maria,20,8142,TI
Pedro,39,4620,TI
João,23,3112,TI
João,42,4410,TI
João,20,3139,TI
João,30,3266,TI
Pedro,57,9258,TI
Carlos,40,4094,TI
Maria,60,5289,TI
Pedro,27,8721,TI
Pedro,50,6169,TI
João,47,5511,TI
Carlos,21,3007,TI
Maria,25,3753,TI
Carlos,34,2717,TI
Ana,35,7802,TI
Carlos,40,9477,TI
Pedro,27,8212,TI
Carlos,30,7811,TI
Pedro,57,6048,TI
Maria,54,5159,TI
Carlos,30,5493,TI
Pedro,57,9864,TI
Pedro,48,2679,TI
Ana,30,9673,TI
Maria,29,9360,TI
João,55,2601,TI
Maria,24,7858,TI
Maria,21,3711,TI
Carlos,36,7601,TI
Carlos,38,2541,TI
Pedro,56,8752,TI
Maria,49,7711,TI
Maria,50,6640,TI
João,37,4680,TI
Ana,23,6911,TI
Ana,26,6028,TI
João,43,8909,TI
Ana,23,7831,TI
Pedro,46,7856,TI
Carlos,46,3660,TI
João,33,2707,TI
Carlos,47,9318,TI
Pedro,46,9441,TI
João,23,6812,TI
João,20,7323,TI
João,59,2582,TI
Maria,31,4763,TI
João,28,8323,TI
João,37,5321,TI
Pedro,30,4923,TI
João,38,5641,TI
João,55,4279,TI
Pedro,29,6223,TI
Pedro,30,4444,TI
Ana,28,8480,TI
Maria,28,9657,TI
Maria,58,6201,TI
Pedro,46,9832,TI
Pedro,28,3167,TI
João,49,6375,TI
João,23,4331,TI
Carlos,55,3050,TI
Pedro,21,2952,TI
João,28,2648,TI
Ana,44,6924,TI
Carlos,40,5537,TI
Carlos,38,7768,TI
Carlos,57,9277,TI
Carlos,44,9802,TI
Ana,53,8025,TI
Pedro,45,9445,TI
Maria,51,2648,TI
Pedro,28,7090,TI
João,22,2877,TI
Pedro,32,8164,TI
Carlos,59,3409,TI
João,26,8497,TI
João,35,8610,TI
Pedro,54,6023,TI
Maria,38,6165,TI
Carlos,22,2940,TI
Ana,45,2861,TI
Ana,25,8023,TI
Pedro,36,9821,TI
Maria,20,9024,TI
Pedro,49,8890,TI
Pedro,41,3143,TI
Ana,55,8276,TI
Pedro,59,8903,TI
Ana,24,8688,TI
Maria,46,9975,TI
Ana,25,2829,TI
João,55,9946,TI
Maria,44,8467,TI
Carlos,58,4968,TI
João,47,6325,TI
Maria,20,5098,TI
Carlos,31,5649,TI
