nome,idade,salario,departamento
Pedro,22,7964,Financeiro
Ana,43,4921,Financeiro
João,58,5907,Financeiro
Pedro,42,5237,Financeiro
Carlos,35,9974,Financeiro
João,47,9683,Financeiro
Carlos,48,6251,Financeiro
Maria,51,7899,Financeiro
Maria,25,6466,Financeiro
Pedro,33,9108,Financeiro
Carlos,49,9804,Financeiro
Ana,40,4593,Financeiro
João,21,3028,Financeiro
Maria,45,6633,Financeiro
Maria,39,9732,Financeiro
Ana,24,5576,Financeiro
João,52,5969,Financeiro
Maria,20,7502,Financeiro
Pedro,43,9610,Financeiro
João,32,4489,Financeiro
Maria,50,4997,Financeiro
Ana,27,5537,Financeiro
Carlos,23,8527,Financeiro
Carlos,31,5947,Financeiro
Carlos,30,6201,Financeiro
João,48,7049,Financeiro
Ana,51,6037,Financeiro
Maria,50,3218,Financeiro
Ana,29,6068,Financeiro
Maria,47,6564,Financeiro
Carlos,46,4583,Financeiro
Pedro,20,5942,Financeiro
Maria,27,3716,Financeiro
Ana,56,7331,Financeiro
João,24,6433,Financeiro
Ana,43,9461,Financeiro
Carlos,20,8139,Financeiro
Carlos,26,4681,Financeiro
Pedro,47,7107,Financeiro
Ana,33,7050,Financeiro
Ana,31,8787,Financeiro
Carlos,25,9350,Financeiro
Maria,43,3770,Financeiro
Carlos,24,8306,Financeiro
Ana,32,4978,Financeiro
Maria,32,6729,Financeiro
Pedro,56,9084,Financeiro
Pedro,44,2848,Financeiro
João,26,7290,Financeiro
Ana,43,4712,Financeiro
Carlos,20,9466,Financeiro
Carlos,28,9042,Financeiro
Ana,41,6291,Financeiro
Ana,30,3272,Financeiro
Maria,53,5139,Financeiro
Ana,53,9327,Financeiro
Carlos,48,7588,Financeiro
Carlos,25,6399,Financeiro
Carlos,60,3979,Financeiro
João,57,6437,Financeiro
Maria,57,6634,Financeiro
Pedro,50,6545,Financeiro
Ana,47,2590,Financeiro
Pedro,26,6628,Financeiro
Carlos,58,8121,Financeiro
João,28,8067,Financeiro
Pedro,50,7033,Financeiro
João,56,4520,Financeiro
Carlos,37,9195,Financeiro
Carlos,41,2970,Financeiro
Maria,43,4798,Financeiro
João,43,5923,Financeiro
João,51,3141,Financeiro
João,46,5945,Financeiro
João,30,4312,Financeiro
Maria,43,5847,Financeiro
Carlos,28,5791,Financeiro
João,49,9228,Financeiro
Ana,55,3489,Financeiro
Pedro,60,3376,Financeiro
João,54,5625,Financeiro
Carlos,24,6694,Financeiro
João,24,3754,Financeiro
Carlos,22,4706,Financeiro
Maria,52,8455,Financeiro
Maria,42,8768,Financeiro
Carlos,24,5663,Financeiro
Maria,20,5679,Financeiro
Pedro,41,8276,Financeiro
Ana,54,3451,Financeiro
Carlos,38,3588,Financeiro
Carlos,56,6598,Financeiro
Ana,53,8685,Financeiro
João,34,3878,Financeiro
Pedro,48,5355,Financeiro
Carlos,39,7662,Financeiro
Maria,35,8548,Financeiro
João,47,7354,Financeiro
Carlos,60,8582,Financeiro
Pedro,36,9293,Financeiro
Pedro,59,9363,Financeiro
João,35,4436,Financeiro
Maria,51,7393,Financeiro
Carlos,28,3543,Financeiro
João,52,9537,Financeiro
Carlos,44,5335,Financeiro
Pedro,37,8208,Financeiro
Pedro,50,4725,Financeiro
João,39,4056,Financeiro
Pedro,24,5666,Financeiro
Pedro,51,8824,Financeiro
Maria,47,5085,Financeiro
Carlos,21,6741,Financeiro
Pedro,58,7055,Financeiro
Carlos,46,3272,Financeiro
Ana,41,5020,Financeiro
Carlos,54,6118,Financeiro
Pedro,34,6800,Financeiro
Maria,45,2809,Financeiro
Maria,31,7085,Financeiro
Ana,34,3306,Financeiro
Carlos,27,8495,Financeiro
João,37,8323,Financeiro
João,35,8820,Financeiro
Carlos,33,6768,Financeiro
João,37,5729,Financeiro
Ana,35,8734,Financeiro
Maria,34,7658,Financeiro
Maria,42,6583,Financeiro
João,60,8045,Financeiro
João,52,4889,Financeiro
Carlos,21,5768,Financeiro
Pedro,29,5446,Financeiro
Maria,45,9623,Financeiro
Maria,60,4072,Financeiro
Maria,31,9362,Financeiro
João,26,6197,Financeiro
Ana,28,7667,Financeiro
Maria,42,5613,Financeiro
Ana,37,7724,Financeiro
Carlos,32,3054,Financeiro
Pedro,34,3043,Financeiro
Maria,29,9527,Financeiro
Maria,32,6941,Financeiro
Maria,53,2619,Financeiro
Ana,25,4903,Financeiro
Maria,45,9900,Financeiro
Maria,54,3548,Financeiro
Ana,33,9543,Financeiro
Carlos,52,7162,Financeiro
Ana,51,9572,Financeiro
João,46,5835,Financeiro
Ana,20,7133,Financeiro
Ana,34,4160,Financeiro
Maria,59,7248,Financeiro
Carlos,36,4306,Financeiro
Ana,27,8711,Financeiro
João,47,7851,Financeiro
Maria,44,7766,Financeiro
Pedro,51,5795,Financeiro
Ana,32,6108,Financeiro
Pedro,25,8237,Financeiro
Carlos,23,4900,Financeiro
Maria,23,9064,Financeiro
Maria,21,9051,Financeiro
Pedro,48,7927,Financeiro
Maria,25,4456,Financeiro
Carlos,20,6918,Financeiro
Carlos,22,5792,Financeiro
Maria,26,7388,Financeiro
Ana,32,9876,Financeiro
Pedro,60,6377,Financeiro
Maria,43,9215,Financeiro
João,39,3287,Financeiro
João,21,5794,Financeiro
Maria,60,4468,Financeiro
João,52,2655,Financeiro
Pedro,22,5211,Financeiro
João,56,9813,Financeiro
João,43,5209,Financeiro
João,25,3952,Financeiro
Carlos,29,7434,Financeiro
Carlos,57,5476,Financeiro
Pedro,52,4388,Financeiro
Pedro,21,4478,Financeiro
Carlos,34,6373,Financeiro
João,22,9117,Financeiro
Carlos,27,7274,Financeiro
Ana,44,8177,Financeiro
Pedro,30,2667,Financeiro
Ana,34,8586,Financeiro
Maria,59,7110,Financeiro
Carlos,50,7580,Financeiro
Ana,50,8703,Financeiro
Maria,60,7620,Financeiro
Ana,20,2564,Financeiro
Pedro,31,3901,Financeiro
Ana,56,6359,Financeiro
Ana,30,8951,Financeiro
Carlos,27,5454,Financeiro
Pedro,39,6678,Financeiro
Ana,26,7499,Financeiro
Carlos,44,7826,Financeiro
Pedro,58,2560,Financeiro
Maria,48,9870,Financeiro
Pedro,20,7190,Financeiro
Ana,50,7215,Financeiro
Maria,34,2663,Financeiro
Carlos,53,6778,Financeiro
Maria,42,2756,Financeiro
Ana,32,6105,Financeiro
João,54,4628,Financeiro
Pedro,20,5153,Financeiro
João,39,2558,Financeiro
Ana,37,6808,Financeiro
Maria,37,5330,Financeiro
João,56,2648,Financeiro
Carlos,34,4735,Financeiro
Pedro,40,8794,Financeiro
Carlos,43,5476,Financeiro
Carlos,57,3374,Financeiro
Carlos,59,7322,Financeiro
João,34,9238,Financeiro
Pedro,38,3477,Financeiro
Pedro,35,5128,Financeiro
Maria,57,3485,Financeiro
João,43,9722,Financeiro
Ana,21,9117,Financeiro
Pedro,28,9584,Financeiro
Maria,20,3955,Financeiro
Carlos,54,8977,Financeiro
João,23,8125,Financeiro
Ana,44,5527,Financeiro
João,20,3932,Financeiro
João,48,3184,Financeiro
Maria,52,5613,Financeiro
João,58,6523,Financeiro
Ana,20,4590,Financeiro
João,48,5197,Financeiro
João,34,4439,Financeiro
João,29,3470,Financeiro
Maria,35,6082,Financeiro
Carlos,49,4195,Financeiro
Maria,56,6221,Financeiro
Ana,46,8993,Financeiro
João,56,8171,Financeiro
João,36,9277,Financeiro
Pedro,48,6215,Financeiro
Carlos,48,6017,Financeiro
Carlos,47,4906,Financeiro
Maria,39,4753,Financeiro
João,35,2707,Financeiro
Carlos,58,7570,Financeiro
Carlos,48,8482,Financeiro
Maria,51,2515,Financeiro
Carlos,26,4289,Financeiro
Carlos,38,9651,Financeiro
Maria,34,4856,Financeiro
Ana,50,4569,Financeiro
João,41,4070,Financeiro
Maria,48,9140,Financeiro
Pedro,38,8392,Financeiro
João,56,9134,Financeiro
João,52,7682,Financeiro
Pedro,58,3478,Financeiro
Ana,57,7832,Financeiro
Carlos,58,5502,Financeiro
Carlos,26,2652,Financeiro
Maria,39,9769,Financeiro
Pedro,57,9370,Financeiro
Carlos,52,6748,Financeiro
Pedro,41,5115,Financeiro
Maria,29,2830,Financeiro
Maria,38,3804,Financeiro
Pedro,20,3713,Financeiro
Carlos,55,4689,Financeiro
Ana,43,4077,Financeiro
João,28,4668,Financeiro
Carlos,41,6302,Financeiro
Carlos,60,7943,Financeiro
João,37,5653,Financeiro
Carlos,58,8641,Financeiro
Pedro,47,7334,Financeiro
Pedro,46,8622,Financeiro
Ana,43,5330,Financeiro
Ana,25,4658,Financeiro
Carlos,59,4775,Financeiro
João,43,9808,Financeiro
João,23,8304,Financeiro
Maria,28,5834,Financeiro
Carlos,59,9488,Financeiro
Carlos,36,9578,Financeiro
Pedro,37,5197,Financeiro
Ana,45,7027,Financeiro
João,41,7704,Financeiro
Pedro,60,4852,Financeiro
João,21,9423,Financeiro
Maria,26,3975,Financeiro
João,27,8766,Financeiro
Ana,36,3756,Financeiro
Carlos,37,8155,Financeiro
Maria,21,2682,Financeiro
Pedro,59,9349,Financeiro
Ana,50,9731,Financeiro
Ana,31,7696,Financeiro
João,52,7611,Financeiro
João,36,8409,Financeiro
João,46,4024,Financeiro
Ana,29,4406,Financeiro
Maria,52,7535,Financeiro
Carlos,45,6406,Financeiro
João,24,5486,Financeiro
João,60,6696,Financeiro
Maria,21,8298,Financeiro
Pedro,33,5894,Financeiro
Pedro,25,9469,Financeiro
Ana,60,9376,Financeiro
Ana,58,9153,Financeiro
Ana,57,7897,Financeiro
Maria,48,8644,Financeiro
Maria,60,5237,Financeiro
Maria,29,2965,Financeiro
Pedro,43,4893,Financeiro
Carlos,22,4959,Financeiro
Pedro,23,4773,Financeiro
Maria,45,7858,Financeiro
João,49,8158,Financeiro
Carlos,33,4410,Financeiro
Pedro,30,5224,Financeiro
Ana,27,2734,Financeiro
Pedro,33,6465,Financeiro
Maria,58,8891,Financeiro
Pedro,55,4826,Financeiro
Ana,37,2739,Financeiro
Ana,57,4937,Financeiro
Maria,53,6790,Financeiro
Carlos,57,4700,Financeiro
Maria,30,9603,Financeiro
Ana,22,7091,Financeiro
Carlos,59,8881,Financeiro
Maria,50,5055,Financeiro
Pedro,45,7371,Financeiro
Maria,25,5891,Financeiro
Carlos,26,9988,Financeiro
Pedro,59,3270,Financeiro
Carlos,42,6246,Financeiro
João,59,4834,Financeiro
Carlos,52,6720,Financeiro
Maria,41,8865,Financeiro
Ana,33,9839,Financeiro
Carlos,44,4531,Financeiro
Ana,36,6269,Financeiro
Ana,20,5161,Financeiro
Maria,53,3507,Financeiro
Ana,38,6162,Financeiro
Ana,27,3992,Financeiro
Maria,49,9689,Financeiro
Pedro,55,2757,Financeiro
Maria,27,9000,Financeiro
Pedro,54,3185,Financeiro
Pedro,30,8916,Financeiro
João,50,4801,Financeiro
Pedro,42,3711,Financeiro
Maria,29,4764,Financeiro
Pedro,51,6099,Financeiro
Carlos,38,9869,Financeiro
Ana,50,6737,Financeiro
Carlos,47,4794,Financeiro
João,58,9836,Financeiro
João,30,9456,Financeiro
Pedro,42,7150,Financeiro
Maria,33,9489,Financeiro
Pedro,28,7431,Financeiro
Pedro,49,6352,Financeiro
João,44,3724,Financeiro
João,48,8121,Financeiro
Maria,24,5279,Financeiro
João,54,4852,Financeiro
João,55,6765,Financeiro
João,31,8767,Financeiro
Pedro,60,9656,Financeiro
Ana,38,7059,Financeiro
João,40,3849,Financeiro
Carlos,40,7209,Financeiro
João,41,7151,Financeiro
João,50,3593,Financeiro
Ana,36,5813,Financeiro
Pedro,51,5412,Financeiro
João,20,7911,Financeiro
João,47,5735,Financeiro
João,58,4525,Financeiro
Pedro,25,2561,Financeiro
Ana,50,9059,Financeiro
Maria,58,4385,Financeiro
João,32,5940,Financeiro
João,49,5726,Financeiro
Carlos,30,2941,Financeiro
João,54,9722,Financeiro
Carlos,34,8367,Financeiro
Maria,57,2941,Financeiro
Pedro,32,6853,Financeiro
Carlos,23,5633,Financeiro
Pedro,29,5756,Financeiro
Maria,26,8762,Financeiro
Pedro,60,5251,Financeiro
Pedro,55,8856,Financeiro
Carlos,26,5832,Financeiro
Pedro,43,6457,Financeiro
João,46,4227,Financeiro
Maria,53,8649,Financeiro
Ana,36,9693,Financeiro
Carlos,45,7781,Financeiro
Carlos,48,6918,Financeiro
Pedro,34,4234,Financeiro
Carlos,40,4600,Financeiro
Pedro,45,3991,Financeiro
Carlos,33,6271,Financeiro
Maria,44,4802,Financeiro
Ana,21,9737,Financeiro
Ana,56,5098,Financeiro
João,49,9609,Financeiro
Pedro,58,7848,Financeiro
Ana,57,6921,Financeiro
Pedro,56,9152,Financeiro
Ana,31,8048,Financeiro
João,34,4538,Financeiro
João,40,4011,Financeiro
Pedro,23,7627,Financeiro
Carlos,59,8370,Financeiro
Carlos,49,8271,Financeiro
João,59,4639,Financeiro
Carlos,25,5366,Financeiro
João,46,3849,Financeiro
Pedro,21,9955,Financeiro
Maria,25,5240,Financeiro
Ana,39,2812,Financeiro
João,49,6755,Financeiro
João,36,5007,Financeiro
Pedro,37,4516,Financeiro
Pedro,36,2668,Financeiro
Pedro,20,3528,Financeiro
Maria,27,7998,Financeiro
Maria,23,9860,Financeiro
Carlos,31,9014,Financeiro
João,35,7654,Financeiro
Maria,22,3933,Financeiro
Carlos,44,7367,Financeiro
Pedro,23,6265,Financeiro
Ana,55,7088,Financeiro
Carlos,35,6086,Financeiro
Ana,37,9173,Financeiro
Maria,23,9300,Financeiro
Pedro,20,5536,Financeiro
Ana,42,4781,Financeiro
Maria,53,4714,Financeiro
Maria,29,3655,Financeiro
Carlos,51,4319,Financeiro
João,32,5006,Financeiro
Carlos,57,5962,Financeiro
Maria,29,7163,Financeiro
Pedro,24,7502,Financeiro
Maria,23,7715,Financeiro
Maria,41,5454,Financeiro
Carlos,46,2702,Financeiro
Ana,29,3569,Financeiro
Pedro,51,3276,Financeiro
Ana,53,4670,Financeiro
João,44,3015,Financeiro
Maria,35,8011,Financeiro
Pedro,20,7673,Financeiro
Pedro,41,8566,Financeiro
Ana,55,7116,Financeiro
Pedro,58,5248,Financeiro
Carlos,32,9460,Financeiro
Maria,22,4866,Financeiro
Ana,28,6313,Financeiro
Ana,32,9386,Financeiro
Maria,28,8659,Financeiro
João,21,9647,Financeiro
Maria,29,6249,Financeiro
Pedro,24,6896,Financeiro
Carlos,43,2732,Financeiro
João,26,9314,Financeiro
Pedro,30,7052,Financeiro
João,46,3644,Financeiro
Maria,24,9302,Financeiro
Maria,60,9756,Financeiro
João,53,8083,Financeiro
Pedro,44,7070,Financeiro
Maria,57,6802,Financeiro
Ana,29,8018,Financeiro
Carlos,31,8294,Financeiro
Maria,29,6279,Financeiro
Pedro,55,3933,Financeiro
João,58,5851,Financeiro
Carlos,34,8388,Financeiro
Pedro,50,6288,Financeiro
Maria,44,2964,Financeiro
Ana,37,7912,Financeiro
Ana,57,6128,Financeiro
Pedro,24,6878,Financeiro
Maria,46,3991,Financeiro
Carlos,46,6130,Financeiro
Pedro,49,6640,Financeiro
Carlos,28,7032,Financeiro
Maria,33,6559,Financeiro
Maria,38,9594,Financeiro
Maria,53,5520,Financeiro
Maria,41,3679,Financeiro
Carlos,41,7750,Financeiro
Maria,42,9635,Financeiro
Ana,45,5215,Financeiro
Ana,54,8162,Financeiro
Pedro,37,4108,Financeiro
Ana,28,3421,Financeiro
Ana,36,7195,Financeiro
Maria,56,4960,Financeiro
Ana,24,6166,Financeiro
João,24,9574,Financeiro
Carlos,29,7804,Financeiro
Carlos,44,4357,Financeiro
Carlos,23,3535,Financeiro
Ana,52,5135,Financeiro
Ana,40,4244,Financeiro
Ana,33,7065,Financeiro
Ana,48,3190,Financeiro
Carlos,23,8897,Financeiro
Carlos,45,6600,Financeiro
Maria,24,6714,Financeiro
Carlos,38,5620,Financeiro
Maria,47,8706,Financeiro
Pedro,20,3039,Financeiro
Maria,36,5171,Financeiro
Carlos,25,3727,Financeiro
Pedro,59,2768,Financeiro
Ana,57,3645,Financeiro
João,44,4562,Financeiro
Carlos,41,3530,Financeiro
Pedro,38,5077,Financeiro
Maria,21,3718,Financeiro
Maria,27,6356,Financeiro
Maria,25,7452,Financeiro
Carlos,23,4045,Financeiro
Carlos,46,4939,Financeiro
Ana,44,5977,Financeiro
Ana,26,6737,Financeiro
Maria,33,4561,Financeiro
Maria,47,8363,Financeiro
Maria,25,8672,Financeiro
Maria,47,7666,Financeiro
João,44,3809,Financeiro
Carlos,28,5001,Financeiro
Ana,45,2964,Financeiro
Carlos,27,5083,Financeiro
Carlos,43,8275,Financeiro
Pedro,35,3939,Financeiro
João,35,8852,Financeiro
Ana,55,9164,Financeiro
Ana,29,5037,Financeiro
João,35,4161,Financeiro
João,37,3372,Financeiro
Carlos,33,8225,Financeiro
Maria,21,8660,Financeiro
Pedro,57,5594,Financeiro
Carlos,44,2896,Financeiro
Ana,48,5238,Financeiro
Ana,60,5717,Financeiro
Ana,21,7358,Financeiro
Maria,52,7723,Financeiro
Carlos,21,3261,Financeiro
Pedro,49,9772,Financeiro
Ana,60,9536,Financeiro
Pedro,38,9320,Financeiro
Pedro,53,9915,Financeiro
Pedro,39,8175,Financeiro
Carlos,39,7325,Financeiro
João,28,8900,Financeiro
Ana,29,8167,Financeiro
João,35,3425,Financeiro
Ana,27,3670,Financeiro
João,48,9702,Financeiro
Carlos,56,6379,Financeiro
Carlos,22,5976,Financeiro
João,27,8854,Financeiro
Ana,23,5340,Financeiro
Carlos,21,9613,Financeiro
Carlos,57,4160,Financeiro
João,39,7607,Financeiro
Maria,23,8985,Financeiro
João,57,3762,Financeiro
João,59,8626,Financeiro
Maria,32,7492,Financeiro
Ana,54,5294,Financeiro
João,50,4310,Financeiro
João,42,6010,Financeiro
Ana,60,7952,Financeiro
João,29,5130,Financeiro
Maria,40,8381,Financeiro
Pedro,39,7415,Financeiro
Maria,21,8901,Financeiro
Maria,56,8693,Financeiro
Carlos,58,4361,Financeiro
João,24,6633,Financeiro
João,35,7961,Financeiro
Pedro,54,4666,Financeiro
João,41,4005,Financeiro
Maria,26,4362,Financeiro
Maria,49,8187,Financeiro
Carlos,43,8326,Financeiro
Carlos,28,9503,Financeiro
Maria,32,3769,Financeiro
Carlos,55,7668,Financeiro
Ana,42,8980,Financeiro
Carlos,54,5581,Financeiro
João,27,2904,Financeiro
Pedro,27,2667,Financeiro
Pedro,43,4628,Financeiro
João,24,4552,Financeiro
Pedro,33,9898,Financeiro
Pedro,24,8569,Financeiro
Ana,38,7505,Financeiro
Carlos,42,3661,Financeiro
Carlos,60,7141,Financeiro
Maria,34,4066,Financeiro
João,20,5704,Financeiro
Ana,47,3764,Financeiro
João,33,8368,Financeiro
Carlos,31,9936,Financeiro
Carlos,23,3839,Financeiro
João,38,8465,Financeiro
Pedro,49,4351,Financeiro
Pedro,60,5860,Financeiro
Ana,32,6522,Financeiro
Maria,35,5658,Financeiro
Maria,54,7227,Financeiro
Carlos,39,7406,Financeiro
Maria,30,4004,Financeiro
João,39,8511,Financeiro
João,37,6994,Financeiro
Ana,47,8193,Financeiro
Maria,48,4292,Financeiro
Carlos,53,8386,Financeiro
Pedro,39,7075,Financeiro
Carlos,34,9764,Financeiro
João,29,4150,Financeiro
Maria,22,6692,Financeiro
Pedro,28,8127,Financeiro
João,30,3211,Financeiro
Maria,56,7907,Financeiro
João,44,8249,Financeiro
Ana,57,6566,Financeiro
Carlos,29,7715,Financeiro
Maria,58,6540,Financeiro
João,21,7957,Financeiro
Carlos,26,9250,Financeiro
Ana,48,7026,Financeiro
Pedro,25,8416,Financeiro
Carlos,40,7973,Financeiro
Maria,55,6069,Financeiro
Pedro,51,4524,Financeiro
Ana,34,4906,Financeiro
João,54,3916,Financeiro
João,41,4294,Financeiro
Ana,37,3782,Financeiro
Pedro,22,7828,Financeiro
Maria,42,6199,Financeiro
Maria,36,9635,Financeiro
João,39,3085,Financeiro
Carlos,41,7563,Financeiro
Pedro,38,8750,Financeiro
Carlos,56,3577,Financeiro
João,60,4644,Financeiro
João,46,7109,Financeiro
Pedro,26,8273,Financeiro
Maria,52,3851,Financeiro
João,27,2834,Financeiro
Carlos,54,3213,Financeiro
Maria,22,5718,Financeiro
João,48,3418,Financeiro
João,28,2706,Financeiro
Carlos,59,9802,Financeiro
Carlos,48,3444,Financeiro
Pedro,46,3277,Financeiro
Pedro,47,4608,Financeiro
Ana,53,4500,Financeiro
João,30,9553,Financeiro
Carlos,32,3077,Financeiro
Carlos,37,7133,Financeiro
Pedro,39,5046,Financeiro
João,58,9816,Financeiro
Maria,27,7195,Financeiro
Maria,60,6273,Financeiro
Carlos,49,7992,Financeiro
Pedro,60,2993,Financeiro
Maria,46,7869,Financeiro
João,20,4326,Financeiro
Pedro,27,3133,Financeiro
Pedro,45,9524,Financeiro
Pedro,28,8249,Financeiro
João,54,8715,Financeiro
Pedro,60,3006,Financeiro
Ana,42,6134,Financeiro
Pedro,50,9498,Financeiro
Maria,43,6813,Financeiro
Pedro,31,7950,Financeiro
Maria,31,6598,Financeiro
Pedro,27,7427,Financeiro
Pedro,39,4983,Financeiro
João,54,8446,Financeiro
Maria,58,5222,Financeiro
Maria,34,2748,Financeiro
Maria,25,3894,Financeiro
Carlos,29,5819,Financeiro
Ana,29,5803,Financeiro
Pedro,21,9093,Financeiro
Pedro,53,8320,Financeiro
Maria,47,3566,Financeiro
João,22,7534,Financeiro
Maria,53,4132,Financeiro
Maria,55,5176,Financeiro
João,58,7533,Financeiro
Maria,48,8403,Financeiro
João,24,9062,Financeiro
Ana,25,6773,Financeiro
João,20,9872,Financeiro
Maria,57,5072,Financeiro
Carlos,56,4353,Financeiro
Ana,50,3586,Financeiro
Carlos,41,7872,Financeiro
Ana,49,3808,Financeiro
Carlos,31,6996,Financeiro
Carlos,35,3423,Financeiro
Maria,59,5854,Financeiro
Maria,47,5268,Financeiro
Pedro,41,7714,Financeiro
Ana,30,2519,Financeiro
João,42,8647,Financeiro
Maria,60,4759,Financeiro
Pedro,25,8858,Financeiro
Ana,47,8018,Financeiro
Maria,55,3608,Financeiro
Pedro,34,7057,Financeiro
João,44,3972,Financeiro
Pedro,39,6896,Financeiro
Ana,58,6456,Financeiro
João,58,6479,Financeiro
Maria,38,4789,Financeiro
Maria,48,3744,Financeiro
Ana,47,8885,Financeiro
Maria,31,9909,Financeiro
Carlos,44,3758,Financeiro
Ana,20,5659,Financeiro
João,59,4519,Financeiro
Carlos,26,4785,Financeiro
Carlos,40,5993,Financeiro
Maria,39,6079,Financeiro
João,60,5649,Financeiro
Ana,58,4512,Financeiro
Pedro,34,6665,Financeiro
Carlos,57,9184,Financeiro
Carlos,29,4037,Financeiro
João,32,4827,Financeiro
Ana,32,3146,Financeiro
Maria,43,4455,Financeiro
Ana,26,6929,Financeiro
Carlos,20,3716,Financeiro
Pedro,32,8496,Financeiro
João,21,5397,Financeiro
Maria,39,8513,Financeiro
João,45,3954,Financeiro
João,50,9387,Financeiro
João,60,8838,Financeiro
João,39,5323,Financeiro
Carlos,37,5789,Financeiro
Pedro,30,9298,Financeiro
Carlos,50,7365,Financeiro
Carlos,55,4490,Financeiro
Ana,38,4592,Financeiro
Pedro,41,2527,Financeiro
Pedro,50,2724,Financeiro
Ana,56,7771,Financeiro
Maria,35,2880,Financeiro
Ana,47,7030,Financeiro
João,36,5914,Financeiro
Carlos,51,8138,Financeiro
Pedro,49,9687,Financeiro
Maria,56,7404,Financeiro
Pedro,43,8638,Financeiro
Carlos,44,5858,Financeiro
Maria,39,4549,Financeiro
Ana,30,5271,Financeiro
Ana,28,8786,Financeiro
Carlos,45,6976,Financeiro
Carlos,25,7034,Financeiro
João,34,6236,Financeiro
Carlos,58,6383,Financeiro
João,26,3587,Financeiro
Ana,36,4251,Financeiro
Carlos,32,6483,Financeiro
Pedro,51,4534,Financeiro
Carlos,27,6552,Financeiro
Pedro,32,8069,Financeiro
Ana,37,5834,Financeiro
Ana,37,5949,Financeiro
Maria,33,6811,Financeiro
Ana,26,7846,Financeiro
João,32,6794,Financeiro
Pedro,22,4943,Financeiro
Maria,34,3643,Financeiro
Maria,26,9361,Financeiro
Carlos,32,5734,Financeiro
João,56,3137,Financeiro
João,42,8815,Financeiro
Carlos,25,8140,Financeiro
João,48,5525,Financeiro
Pedro,60,8117,Financeiro
Ana,40,9338,Financeiro
Carlos,28,3424,Financeiro
Carlos,28,3135,Financeiro
Pedro,32,6268,Financeiro
Carlos,35,2559,Financeiro
Maria,25,7469,Financeiro
Pedro,28,5953,Financeiro
João,32,3245,Financeiro
Ana,24,6603,Financeiro
Carlos,56,5313,Financeiro
João,24,7428,Financeiro
Maria,34,4185,Financeiro
João,24,3467,Financeiro
Ana,42,2532,Financeiro
Ana,52,9130,Financeiro
Maria,45,2753,Financeiro
Pedro,25,9287,Financeiro
Carlos,40,9808,Financeiro
Ana,36,6265,Financeiro
Maria,45,3524,Financeiro
Carlos,48,3327,Financeiro
Maria,44,5230,Financeiro
Maria,33,6091,Financeiro
Pedro,27,8761,Financeiro
Carlos,39,7807,Financeiro
Ana,29,7228,Financeiro
João,28,5665,Financeiro
Carlos,43,5979,Financeiro
Carlos,37,4495,Financeiro
Carlos,33,2546,Financeiro
Ana,46,9243,Financeiro
João,26,8125,Financeiro
Ana,34,5619,Financeiro
João,38,4450,Financeiro
Maria,34,6359,Financeiro
Ana,23,3901,Financeiro
Ana,22,3005,Financeiro
João,22,9448,Financeiro
Carlos,27,8514,Financeiro
Maria,55,3051,Financeiro
Ana,60,5095,Financeiro
João,20,7053,Financeiro
Pedro,36,9444,Financeiro
Carlos,43,3501,Financeiro
Ana,50,2692,Financeiro
João,60,6360,Financeiro
Carlos,52,3237,Financeiro
